Country,Region,Cause,year,month,fires_count,burned_area_ha,temperature_c,humidity_percent,wind_speed_kmh
Australia,Victoria,Human,1970,9,240,97656,33,52,64
Portugal,Lisbon,Lightning,1970,8,196,77192,32,24,12
Portugal,Porto,Lightning,1970,10,48,64675,48,91,66
Italy,Sicily,Human,1970,6,377,82148,23,75,18
Italy,Sardinia,Lightning,1970,7,116,94103,47,8,53
Russia,Siberia,Climate Change,1970,5,324,51531,26,67,2
Russia,Far East,Lightning,1970,5,470,31753,40,65,68
Canada,British Columbia,Deforestation,1970,10,410,9341,35,45,49
Canada,Alberta,Human,1970,6,195,89991,40,25,19
France,Corsica,Unknown,1970,10,175,62978,22,33,22
France,Provence,Human,1970,5,380,63068,38,62,61
China,Yunnan,Lightning,1970,6,232,3970,16,71,53
China,Sichuan,Lightning,1970,8,254,59638,42,19,49
India,Madhya Pradesh,Lightning,1970,9,255,39142,43,58,7
India,Assam,Unknown,1970,5,411,43839,27,64,46
Turkey,Mugla,Climate Change,1971,9,316,92108,38,33,68
Turkey,Antalya,Unknown,1971,9,72,12069,29,53,33
Turkey,Izmir,Deforestation,1971,9,174,46626,21,49,66
Spain,Catalonia,Deforestation,1971,10,353,4701,38,69,49
Spain,Andalusia,Human,1971,6,273,20295,28,14,41
USA,California,Lightning,1971,7,315,67490,49,70,48
USA,Texas,Unknown,1971,5,386,34122,32,83,19
USA,Oregon,Lightning,1971,8,155,45176,22,38,3
Brazil,Amazonas,Unknown,1971,9,419,28996,20,91,20
Brazil,Mato Grosso,Climate Change,1971,7,113,56522,15,10,28
Greece,Athens,Lightning,1971,8,386,73285,37,52,69
Greece,Crete,Lightning,1971,8,361,10050,41,10,7
Australia,New South Wales,Human,1971,8,19,36263,21,55,59
Australia,Victoria,Climate Change,1971,5,249,89635,40,62,32
Portugal,Lisbon,Deforestation,1971,6,96,79093,27,28,58
Portugal,Porto,Climate Change,1971,10,161,67481,49,23,56
Italy,Sicily,Human,1971,9,329,92303,40,9,55
Italy,Sardinia,Unknown,1971,10,181,51046,28,51,15
Russia,Siberia,Unknown,1971,7,207,89993,20,69,26
Russia,Far East,Human,1971,8,19,39237,17,71,38
Canada,British Columbia,Unknown,1971,5,443,83668,15,75,20
Canada,Alberta,Deforestation,1971,8,378,18177,28,17,28
France,Corsica,Unknown,1971,5,397,22668,24,10,35
France,Provence,Lightning,1971,7,184,33846,29,21,17
China,Yunnan,Lightning,1971,8,89,63275,24,14,29
China,Sichuan,Deforestation,1971,7,229,11547,26,22,24
India,Madhya Pradesh,Lightning,1971,8,138,38296,16,34,10
India,Assam,Human,1971,7,174,92549,31,33,51
Turkey,Mugla,Human,1972,8,227,61204,33,50,47
Turkey,Antalya,Climate Change,1972,10,21,59045,30,85,8
Turkey,Izmir,Deforestation,1972,8,396,63915,32,42,55
Spain,Catalonia,Lightning,1972,8,19,53055,45,13,9
Spain,Andalusia,Human,1972,10,407,98629,18,35,4
USA,California,Climate Change,1972,7,343,41870,24,16,47
USA,Texas,Lightning,1972,10,354,66655,38,36,48
USA,Oregon,Lightning,1972,6,391,72365,27,33,39
Brazil,Amazonas,Lightning,1972,7,465,84700,34,9,21
Brazil,Mato Grosso,Climate Change,1972,10,369,42097,38,83,66
Greece,Athens,Deforestation,1972,10,422,58709,17,94,59
Greece,Crete,Human,1972,5,385,84011,30,46,22
Australia,New South Wales,Human,1972,6,317,75004,18,8,67
Australia,Victoria,Unknown,1972,9,175,63905,35,89,5
Portugal,Lisbon,Lightning,1972,5,322,9558,23,61,46
Portugal,Porto,Human,1972,6,372,36627,25,93,59
Italy,Sicily,Deforestation,1972,8,302,34182,49,54,46
Italy,Sardinia,Human,1972,7,492,87540,43,81,57
Russia,Siberia,Climate Change,1972,9,301,83725,48,79,41
Russia,Far East,Lightning,1972,5,269,60687,17,17,20
Canada,British Columbia,Unknown,1972,6,356,21652,32,82,31
Canada,Alberta,Deforestation,1972,6,465,35774,31,35,16
France,Corsica,Lightning,1972,5,258,24298,25,94,46
France,Provence,Climate Change,1972,8,310,37543,38,52,46
China,Yunnan,Lightning,1972,9,446,59015,32,53,9
China,Sichuan,Human,1972,6,19,57420,37,70,28
India,Madhya Pradesh,Lightning,1972,9,309,30883,32,68,45
India,Assam,Unknown,1972,5,447,82160,41,68,67
Turkey,Mugla,Human,1973,6,355,21178,26,80,20
Turkey,Antalya,Human,1973,5,334,80021,24,16,16
Turkey,Izmir,Human,1973,8,392,79239,48,51,40
Spain,Catalonia,Human,1973,10,304,92438,35,30,37
Spain,Andalusia,Climate Change,1973,9,101,16228,20,41,3
USA,California,Deforestation,1973,5,249,22878,19,94,42
USA,Texas,Unknown,1973,7,179,61296,19,70,60
USA,Oregon,Lightning,1973,8,63,35646,24,17,3
Brazil,Amazonas,Lightning,1973,6,19,40476,36,93,9
Brazil,Mato Grosso,Human,1973,9,473,25593,41,44,23
Greece,Athens,Deforestation,1973,10,194,51984,32,46,6
Greece,Crete,Climate Change,1973,7,202,7201,32,82,16
Australia,New South Wales,Unknown,1973,6,414,42008,46,32,40
Australia,Victoria,Lightning,1973,7,164,19376,20,15,33
Portugal,Lisbon,Deforestation,1973,8,357,21483,49,73,22
Portugal,Porto,Unknown,1973,5,406,96581,30,8,35
Italy,Sicily,Unknown,1973,8,178,23042,39,78,25
Italy,Sardinia,Unknown,1973,5,121,81660,32,10,67
Russia,Siberia,Deforestation,1973,7,242,1707,20,82,68
Russia,Far East,Deforestation,1973,5,176,7745,33,77,51
Canada,British Columbia,Human,1973,5,249,33639,26,10,22
Canada,Alberta,Human,1973,7,198,26907,18,36,67
France,Corsica,Unknown,1973,10,417,86398,32,40,20
France,Provence,Climate Change,1973,7,305,81719,37,93,28
China,Yunnan,Human,1973,6,460,70262,40,32,65
China,Sichuan,Deforestation,1973,8,227,179,24,52,11
India,Madhya Pradesh,Deforestation,1973,9,461,17607,33,68,20
India,Assam,Unknown,1973,8,322,95420,44,9,19
Turkey,Mugla,Lightning,1974,7,115,89464,20,54,67
Turkey,Antalya,Lightning,1974,7,261,34588,37,5,20
Turkey,Izmir,Climate Change,1974,10,455,99301,31,86,23
Spain,Catalonia,Climate Change,1974,5,287,46490,46,64,29
Spain,Andalusia,Unknown,1974,8,380,87853,39,89,27
USA,California,Human,1974,8,335,5930,32,11,57
USA,Texas,Unknown,1974,8,170,84142,30,55,28
USA,Oregon,Deforestation,1974,7,79,76575,26,44,68
Brazil,Amazonas,Climate Change,1974,6,256,27415,48,88,3
Brazil,Mato Grosso,Human,1974,5,280,92549,25,27,39
Greece,Athens,Unknown,1974,8,327,35233,44,91,66
Greece,Crete,Deforestation,1974,5,408,48345,49,8,11
Australia,New South Wales,Human,1974,7,353,98697,22,85,64
Australia,Victoria,Climate Change,1974,5,147,21840,17,70,36
Portugal,Lisbon,Climate Change,1974,5,447,10995,35,16,13
Portugal,Porto,Human,1974,5,216,66635,35,64,53
Italy,Sicily,Human,1974,10,427,54604,36,30,8
Italy,Sardinia,Unknown,1974,10,222,13179,22,58,10
Russia,Siberia,Unknown,1974,7,186,97912,34,67,17
Russia,Far East,Climate Change,1974,6,367,5949,19,15,30
Canada,British Columbia,Deforestation,1974,9,339,92329,34,38,61
Canada,Alberta,Unknown,1974,8,450,83045,30,23,50
France,Corsica,Climate Change,1974,10,476,82047,24,53,49
France,Provence,Climate Change,1974,5,476,13255,43,62,49
China,Yunnan,Human,1974,7,483,33870,18,82,43
China,Sichuan,Lightning,1974,6,191,35397,37,77,9
India,Madhya Pradesh,Human,1974,9,402,13610,17,82,18
India,Assam,Lightning,1974,6,176,60049,42,18,10
Turkey,Mugla,Deforestation,1975,7,158,42213,31,38,20
Turkey,Antalya,Lightning,1975,6,273,41704,37,92,30
Turkey,Izmir,Unknown,1975,6,467,37732,28,63,32
Spain,Catalonia,Climate Change,1975,10,386,27412,45,41,16
Spain,Andalusia,Unknown,1975,8,495,86824,47,15,44
USA,California,Lightning,1975,10,155,23202,29,91,48
USA,Texas,Unknown,1975,10,276,19793,44,13,66
USA,Oregon,Deforestation,1975,7,362,25323,32,86,59
Brazil,Amazonas,Climate Change,1975,5,292,82264,35,50,32
Brazil,Mato Grosso,Human,1975,9,404,79889,38,93,62
Greece,Athens,Deforestation,1975,10,183,91937,31,46,46
Greece,Crete,Lightning,1975,10,200,53550,48,27,62
Australia,New South Wales,Lightning,1975,9,273,96067,27,92,29
Australia,Victoria,Lightning,1975,7,470,41157,15,47,43
Portugal,Lisbon,Human,1975,6,258,28959,30,43,16
Portugal,Porto,Human,1975,9,165,69528,48,21,7
Italy,Sicily,Climate Change,1975,9,236,33163,26,11,14
Italy,Sardinia,Lightning,1975,5,8,82197,17,16,66
Russia,Siberia,Human,1975,7,367,16176,22,36,52
Russia,Far East,Lightning,1975,5,294,27206,38,58,19
Canada,British Columbia,Human,1975,6,434,74259,37,93,28
Canada,Alberta,Human,1975,5,345,23454,24,29,58
France,Corsica,Unknown,1975,6,379,89299,27,18,67
France,Provence,Unknown,1975,6,487,13779,23,35,54
China,Yunnan,Deforestation,1975,7,170,35371,16,20,17
China,Sichuan,Lightning,1975,10,190,83559,32,51,33
India,Madhya Pradesh,Unknown,1975,10,424,55404,43,20,22
India,Assam,Deforestation,1975,6,384,80670,42,59,32
Turkey,Mugla,Human,1976,5,219,42527,31,50,50
Turkey,Antalya,Deforestation,1976,5,302,48634,39,36,4
Turkey,Izmir,Human,1976,8,464,81222,46,11,59
Spain,Catalonia,Deforestation,1976,9,116,71827,21,41,56
Spain,Andalusia,Unknown,1976,7,45,57284,47,44,35
USA,California,Deforestation,1976,10,488,11326,19,67,11
USA,Texas,Climate Change,1976,7,251,63472,19,62,60
USA,Oregon,Climate Change,1976,8,132,59166,36,19,2
Brazil,Amazonas,Climate Change,1976,10,42,87502,15,15,59
Brazil,Mato Grosso,Deforestation,1976,7,132,8203,20,32,32
Greece,Athens,Unknown,1976,9,366,15129,31,42,10
Greece,Crete,Lightning,1976,6,216,27825,43,66,26
Australia,New South Wales,Human,1976,8,358,5939,17,91,12
Australia,Victoria,Human,1976,6,196,50834,43,63,51
Portugal,Lisbon,Climate Change,1976,9,220,61952,40,71,3
Portugal,Porto,Lightning,1976,5,260,49654,33,69,63
Italy,Sicily,Unknown,1976,7,442,82192,49,73,39
Italy,Sardinia,Climate Change,1976,8,405,58081,35,57,32
Russia,Siberia,Lightning,1976,10,143,49394,24,57,49
Russia,Far East,Lightning,1976,9,112,11010,37,20,26
Canada,British Columbia,Lightning,1976,6,298,85194,39,20,60
Canada,Alberta,Deforestation,1976,9,95,22469,15,17,31
France,Corsica,Climate Change,1976,9,278,689,46,75,51
France,Provence,Deforestation,1976,8,373,66894,41,64,34
China,Yunnan,Human,1976,9,131,29504,33,89,42
China,Sichuan,Deforestation,1976,9,93,45197,47,24,26
India,Madhya Pradesh,Unknown,1976,6,108,78871,46,37,69
India,Assam,Climate Change,1976,7,266,42792,32,39,35
Turkey,Mugla,Deforestation,1977,8,150,37196,40,90,62
Turkey,Antalya,Lightning,1977,7,82,42178,38,89,49
Turkey,Izmir,Human,1977,6,347,13494,27,7,54
Spain,Catalonia,Unknown,1977,8,426,71702,17,68,69
Spain,Andalusia,Human,1977,9,246,57021,24,12,13
USA,California,Deforestation,1977,10,254,3742,41,54,24
USA,Texas,Climate Change,1977,6,101,47665,26,22,22
USA,Oregon,Human,1977,9,115,22605,23,27,12
Brazil,Amazonas,Climate Change,1977,6,290,50437,19,65,39
Brazil,Mato Grosso,Lightning,1977,8,414,51872,37,50,31
Greece,Athens,Lightning,1977,7,480,91396,17,73,43
Greece,Crete,Human,1977,10,190,83100,23,64,60
Australia,New South Wales,Climate Change,1977,10,110,53125,47,29,43
Australia,Victoria,Deforestation,1977,9,157,1561,23,71,16
Portugal,Lisbon,Unknown,1977,8,241,7817,37,41,63
Portugal,Porto,Climate Change,1977,5,425,98139,47,37,8
Italy,Sicily,Climate Change,1977,10,137,45905,39,21,57
Italy,Sardinia,Lightning,1977,6,139,51929,33,11,41
Russia,Siberia,Deforestation,1977,9,191,72277,15,58,41
Russia,Far East,Lightning,1977,9,304,77858,29,25,51
Canada,British Columbia,Unknown,1977,5,115,52247,23,24,19
Canada,Alberta,Human,1977,8,34,61515,38,92,48
France,Corsica,Lightning,1977,7,226,96957,43,81,69
France,Provence,Human,1977,9,405,18529,19,92,51
China,Yunnan,Climate Change,1977,8,50,81263,22,69,10
China,Sichuan,Climate Change,1977,8,390,32433,16,72,49
India,Madhya Pradesh,Climate Change,1977,6,135,61929,17,14,44
India,Assam,Unknown,1977,7,274,28920,42,25,37
Turkey,Mugla,Deforestation,1978,10,170,50425,24,65,12
Turkey,Antalya,Human,1978,9,298,42917,45,39,38
Turkey,Izmir,Lightning,1978,8,27,77323,39,85,16
Spain,Catalonia,Human,1978,9,241,82919,36,85,18
Spain,Andalusia,Unknown,1978,6,350,56272,49,10,69
USA,California,Climate Change,1978,6,394,18301,41,45,39
USA,Texas,Lightning,1978,10,212,74776,45,87,58
USA,Oregon,Human,1978,7,412,95389,37,8,11
Brazil,Amazonas,Deforestation,1978,5,471,79218,48,67,20
Brazil,Mato Grosso,Climate Change,1978,5,67,69915,48,21,19
Greece,Athens,Human,1978,5,326,86550,24,41,49
Greece,Crete,Unknown,1978,9,60,6874,45,59,39
Australia,New South Wales,Lightning,1978,7,205,72527,29,20,54
Australia,Victoria,Unknown,1978,5,59,62871,44,14,8
Portugal,Lisbon,Unknown,1978,8,423,3643,34,53,60
Portugal,Porto,Unknown,1978,5,94,51581,49,47,34
Italy,Sicily,Climate Change,1978,8,466,32452,38,19,18
Italy,Sardinia,Lightning,1978,8,258,94970,28,16,69
Russia,Siberia,Climate Change,1978,7,370,74518,27,61,56
Russia,Far East,Human,1978,6,367,65535,33,50,4
Canada,British Columbia,Deforestation,1978,7,408,65660,31,65,56
Canada,Alberta,Deforestation,1978,7,466,24348,17,38,42
France,Corsica,Human,1978,10,234,35832,45,31,38
France,Provence,Human,1978,6,186,75090,33,46,37
China,Yunnan,Climate Change,1978,6,191,48267,21,8,16
China,Sichuan,Unknown,1978,8,180,27497,23,39,69
India,Madhya Pradesh,Lightning,1978,6,81,6774,39,48,59
India,Assam,Unknown,1978,5,481,7643,26,74,11
Turkey,Mugla,Deforestation,1979,6,380,67068,37,11,52
Turkey,Antalya,Human,1979,5,420,76541,36,17,13
Turkey,Izmir,Deforestation,1979,5,165,45399,31,72,40
Spain,Catalonia,Lightning,1979,5,45,20240,48,92,14
Spain,Andalusia,Deforestation,1979,5,496,2082,37,58,48
USA,California,Deforestation,1979,6,261,62449,24,69,68
USA,Texas,Climate Change,1979,5,54,9629,41,61,19
USA,Oregon,Climate Change,1979,6,499,52592,30,76,44
Brazil,Amazonas,Human,1979,10,206,3674,45,80,10
Brazil,Mato Grosso,Lightning,1979,9,77,49811,44,91,12
Greece,Athens,Unknown,1979,10,344,38518,40,78,25
Greece,Crete,Climate Change,1979,9,129,47319,48,33,37
Australia,New South Wales,Human,1979,7,226,225,27,28,55
Australia,Victoria,Unknown,1979,6,351,88248,15,83,68
Portugal,Lisbon,Human,1979,10,338,54042,22,94,21
Portugal,Porto,Human,1979,7,471,92187,38,14,53
Italy,Sicily,Climate Change,1979,6,294,263,30,83,19
Italy,Sardinia,Deforestation,1979,10,292,29582,15,39,51
Russia,Siberia,Lightning,1979,8,208,23774,33,67,50
Russia,Far East,Human,1979,8,238,95129,46,57,33
Canada,British Columbia,Deforestation,1979,10,425,73923,44,62,33
Canada,Alberta,Deforestation,1979,9,70,21358,34,41,50
France,Corsica,Climate Change,1979,7,443,9995,38,52,8
France,Provence,Human,1979,7,205,9236,17,90,41
China,Yunnan,Unknown,1979,7,472,85635,21,24,36
China,Sichuan,Climate Change,1979,8,412,14987,18,65,66
India,Madhya Pradesh,Unknown,1979,10,469,47461,25,47,41
India,Assam,Unknown,1979,5,171,88191,43,27,52
Turkey,Mugla,Deforestation,1980,5,305,94536,24,11,16
Turkey,Antalya,Lightning,1980,9,366,20753,35,91,62
Turkey,Izmir,Deforestation,1980,8,224,13472,26,92,67
Spain,Catalonia,Deforestation,1980,10,427,65034,28,34,49
Spain,Andalusia,Lightning,1980,7,35,17230,39,72,52
USA,California,Lightning,1980,9,488,99937,17,84,57
USA,Texas,Human,1980,7,434,57330,35,69,28
USA,Oregon,Lightning,1980,8,89,97367,19,13,21
Brazil,Amazonas,Lightning,1980,10,86,47072,23,75,31
Brazil,Mato Grosso,Climate Change,1980,9,214,57203,19,33,48
Greece,Athens,Human,1980,9,367,10721,33,39,61
Greece,Crete,Deforestation,1980,10,192,54941,48,49,51
Australia,New South Wales,Unknown,1980,6,275,77042,46,89,65
Australia,Victoria,Lightning,1980,5,486,57155,37,41,42
Portugal,Lisbon,Human,1980,9,317,52420,35,50,61
Portugal,Porto,Deforestation,1980,10,492,118,23,73,6
Italy,Sicily,Unknown,1980,5,414,58870,30,75,19
Italy,Sardinia,Human,1980,9,291,11494,22,69,63
Russia,Siberia,Human,1980,7,405,77266,25,45,63
Russia,Far East,Unknown,1980,6,184,23333,42,79,68
Canada,British Columbia,Climate Change,1980,9,120,23608,25,48,54
Canada,Alberta,Climate Change,1980,9,378,86743,17,17,12
France,Corsica,Climate Change,1980,7,345,54615,21,21,49
France,Provence,Human,1980,10,195,32291,25,81,66
China,Yunnan,Human,1980,6,141,12936,21,18,49
China,Sichuan,Deforestation,1980,10,294,819,20,12,25
India,Madhya Pradesh,Lightning,1980,7,8,96356,23,67,11
India,Assam,Human,1980,6,438,37007,38,89,59
Turkey,Mugla,Lightning,1981,5,324,55617,32,16,36
Turkey,Antalya,Human,1981,5,364,29372,30,64,69
Turkey,Izmir,Unknown,1981,9,426,81746,36,12,64
Spain,Catalonia,Lightning,1981,5,401,7166,32,81,63
Spain,Andalusia,Lightning,1981,10,143,8394,36,21,52
USA,California,Lightning,1981,10,494,59328,18,15,12
USA,Texas,Unknown,1981,7,211,34411,35,69,25
USA,Oregon,Human,1981,10,364,51398,34,61,18
Brazil,Amazonas,Lightning,1981,7,291,82083,25,16,61
Brazil,Mato Grosso,Deforestation,1981,8,312,24144,26,17,63
Greece,Athens,Unknown,1981,9,417,6406,43,35,62
Greece,Crete,Human,1981,6,421,98347,46,42,14
Australia,New South Wales,Climate Change,1981,9,186,91567,37,18,18
Australia,Victoria,Lightning,1981,9,446,27426,36,14,22
Portugal,Lisbon,Climate Change,1981,9,11,49085,30,34,32
Portugal,Porto,Human,1981,9,420,19315,36,68,45
Italy,Sicily,Deforestation,1981,9,297,78257,34,67,16
Italy,Sardinia,Human,1981,8,222,26348,49,48,21
Russia,Siberia,Lightning,1981,9,123,78377,24,37,7
Russia,Far East,Lightning,1981,7,35,37285,42,72,66
Canada,British Columbia,Lightning,1981,6,374,73744,16,56,37
Canada,Alberta,Lightning,1981,5,299,1338,25,5,15
France,Corsica,Deforestation,1981,10,203,47098,36,64,28
France,Provence,Unknown,1981,6,427,84129,17,67,6
China,Yunnan,Lightning,1981,10,193,35271,46,76,15
China,Sichuan,Climate Change,1981,5,106,42689,15,69,58
India,Madhya Pradesh,Deforestation,1981,10,24,15700,40,48,68
India,Assam,Climate Change,1981,10,66,41696,25,76,35
Turkey,Mugla,Deforestation,1982,10,116,4532,48,92,6
Turkey,Antalya,Lightning,1982,9,52,67667,48,20,26
Turkey,Izmir,Unknown,1982,9,332,9088,39,27,35
Spain,Catalonia,Climate Change,1982,7,98,54741,48,36,30
Spain,Andalusia,Climate Change,1982,5,454,15132,22,22,50
USA,California,Climate Change,1982,5,241,13171,24,8,45
USA,Texas,Climate Change,1982,7,140,91602,33,68,41
USA,Oregon,Human,1982,7,141,21761,29,72,62
Brazil,Amazonas,Climate Change,1982,6,381,3066,31,61,55
Brazil,Mato Grosso,Climate Change,1982,7,440,78201,33,43,14
Greece,Athens,Lightning,1982,10,99,58320,28,77,64
Greece,Crete,Human,1982,8,498,29500,42,6,18
Australia,New South Wales,Lightning,1982,7,440,20656,17,41,25
Australia,Victoria,Unknown,1982,7,6,36740,36,81,11
Portugal,Lisbon,Climate Change,1982,5,66,85902,23,81,61
Portugal,Porto,Human,1982,8,283,86414,21,20,24
Italy,Sicily,Climate Change,1982,6,91,17628,20,69,60
Italy,Sardinia,Lightning,1982,8,150,94788,21,41,46
Russia,Siberia,Unknown,1982,10,20,15163,28,15,35
Russia,Far East,Unknown,1982,8,108,95984,42,44,17
Canada,British Columbia,Unknown,1982,6,375,49251,18,64,13
Canada,Alberta,Unknown,1982,9,442,17044,34,30,57
France,Corsica,Climate Change,1982,6,154,72364,31,53,3
France,Provence,Unknown,1982,9,123,99946,27,24,31
China,Yunnan,Deforestation,1982,7,355,54877,16,7,57
China,Sichuan,Climate Change,1982,5,372,12650,48,58,62
India,Madhya Pradesh,Deforestation,1982,9,20,91976,35,45,23
India,Assam,Human,1982,7,186,55912,28,45,36
Turkey,Mugla,Climate Change,1983,10,241,20243,43,14,19
Turkey,Antalya,Lightning,1983,7,240,41523,21,34,20
Turkey,Izmir,Human,1983,8,219,81963,35,30,29
Spain,Catalonia,Deforestation,1983,7,427,65028,43,24,21
Spain,Andalusia,Human,1983,6,400,67803,39,29,5
USA,California,Lightning,1983,8,397,83186,29,94,33
USA,Texas,Human,1983,8,103,85783,28,17,57
USA,Oregon,Deforestation,1983,8,432,30788,44,20,13
Brazil,Amazonas,Climate Change,1983,6,454,10869,43,28,13
Brazil,Mato Grosso,Unknown,1983,8,64,85817,15,47,56
Greece,Athens,Human,1983,6,38,81683,18,34,30
Greece,Crete,Human,1983,6,472,31986,31,68,62
Australia,New South Wales,Climate Change,1983,5,209,71119,21,12,69
Australia,Victoria,Lightning,1983,9,449,37969,36,84,30
Portugal,Lisbon,Lightning,1983,5,446,61105,27,71,31
Portugal,Porto,Climate Change,1983,6,58,28103,33,20,29
Italy,Sicily,Human,1983,8,315,13682,30,24,65
Italy,Sardinia,Climate Change,1983,5,85,88360,27,40,69
Russia,Siberia,Climate Change,1983,9,323,67171,20,28,54
Russia,Far East,Unknown,1983,7,362,9313,28,54,13
Canada,British Columbia,Human,1983,7,480,7691,19,73,7
Canada,Alberta,Deforestation,1983,7,233,79108,35,88,66
France,Corsica,Lightning,1983,5,225,6123,42,94,14
France,Provence,Human,1983,8,489,41072,37,90,22
China,Yunnan,Deforestation,1983,10,323,25857,18,80,33
China,Sichuan,Human,1983,7,233,3946,39,5,4
India,Madhya Pradesh,Human,1983,8,303,88772,41,39,55
India,Assam,Unknown,1983,6,284,86626,36,20,14
Turkey,Mugla,Deforestation,1984,8,360,12302,41,87,58
Turkey,Antalya,Human,1984,5,457,60948,33,40,16
Turkey,Izmir,Human,1984,8,124,62078,25,27,34
Spain,Catalonia,Climate Change,1984,5,242,65362,45,69,19
Spain,Andalusia,Human,1984,6,266,84503,44,72,33
USA,California,Human,1984,6,239,59304,19,65,12
USA,Texas,Human,1984,7,223,83117,22,53,25
USA,Oregon,Deforestation,1984,5,237,96846,16,59,12
Brazil,Amazonas,Climate Change,1984,7,277,7181,17,90,36
Brazil,Mato Grosso,Human,1984,9,221,18085,21,24,44
Greece,Athens,Deforestation,1984,10,59,19399,35,55,47
Greece,Crete,Deforestation,1984,7,360,26791,30,71,65
Australia,New South Wales,Human,1984,6,261,41501,21,92,19
Australia,Victoria,Human,1984,6,164,76048,24,77,50
Portugal,Lisbon,Unknown,1984,5,485,29226,42,91,54
Portugal,Porto,Lightning,1984,8,340,26193,28,40,35
Italy,Sicily,Climate Change,1984,6,20,2892,39,12,19
Italy,Sardinia,Deforestation,1984,8,180,63303,32,22,57
Russia,Siberia,Lightning,1984,7,394,6873,35,65,16
Russia,Far East,Climate Change,1984,7,36,46063,21,90,28
Canada,British Columbia,Climate Change,1984,9,39,98429,40,7,30
Canada,Alberta,Unknown,1984,6,324,30975,20,15,39
France,Corsica,Deforestation,1984,10,422,63284,48,90,30
France,Provence,Climate Change,1984,8,58,74432,24,78,10
China,Yunnan,Lightning,1984,10,217,68016,25,72,59
China,Sichuan,Human,1984,10,260,77122,48,39,34
